Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,is_business,journey_date,dep_time_obj,arr_time_obj,business_economy,duration_minutes,weekday_weekend,same_day_arrival,overnight_flight,popularity_of_airline,has_meal,has_inflight_entertainment,origin_code,destination_code,distance,is_diwali,is_eid_fitr,is_eid_adha,is_christmas_newyear,is_holi,is_ganesh_chaturthi,is_dussehra,is_republic_day,is_independence_day,is_holiday_period,month,day_of_month,week_of_year,quarter,season,is_spring,is_summer,is_monsoon,is_winter,departure_time_of_day,arrival_time_of_day,is_morning_departure,is_evening_departure,num_stops,is_direct_flight,route_key,route_popularity,is_metro_route,days_until_month_end,is_month_start,is_month_end,average_speed,duration_per_km,is_long_haul,is_short_haul
Jet Airways,27/03/2019,Delhi,Cochin,DEL → MAA → BOM → COK,05:10,18:50,13h 40m,2 stops,In-flight meal not included,8518,0,2019-03-27,05:10:00,18:50:00,0,820,0,1,0,3706,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,3,27,13,1,1,1,0,0,0,0,3,0,0,2,0,Delhi_Cochin,4345,0,4,0,1,149.83653222219544,0.40043638964511574,1,0
Jet Airways,24/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,12:35 25 Jun,22h,2 stops,No info,13376,0,2019-06-24,14:35:00,12:35:00,0,1320,0,0,0,3706,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,6,24,26,2,1,0,1,0,0,2,2,0,0,2,0,Delhi_Cochin,4345,0,6,0,1,93.08027001681839,0.6446049199165278,1,0
Vistara,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:45 13 Jun,17h 45m,1 stop,No info,8452,0,2019-06-12,17:00:00,10:45:00,0,1065,0,0,0,481,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,6,12,24,2,1,0,1,0,0,2,1,0,0,1,0,Kolkata_Banglore,2860,1,18,0,0,87.12322761393804,0.6886797200153447,1,0
Jet Airways,24/06/2019,Delhi,Cochin,DEL → BOM → COK,02:15,12:35,10h 20m,1 stop,No info,18371,0,2019-06-24,02:15:00,12:35:00,0,620,0,1,1,3706,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,6,24,26,2,1,0,1,0,0,0,2,0,0,1,0,Delhi_Cochin,4345,0,6,0,1,198.1708974551617,0.30276897753655097,1,0
SpiceJet,3/04/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,1965,0,2019-04-03,13:15:00,14:45:00,0,90,0,1,0,815,0,0,BOM,HYD,622.9702752863185,0,0,0,0,0,0,0,0,0,0,4,3,14,2,1,1,0,0,0,2,2,0,0,0,1,Mumbai_Hyderabad,697,1,27,1,0,415.31351685754566,0.14446917223881317,0,0
Jet Airways,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,12:35 02 Jun,17h 5m,2 stops,In-flight meal not included,10368,0,2019-06-01,19:30:00,12:35:00,0,1025,1,0,0,3706,0,0,DEL,COK,2047.7659403700045,0,1,0,0,0,0,0,0,0,1,6,1,22,2,1,0,1,0,0,3,2,0,1,2,0,Delhi_Cochin,4345,0,29,1,0,119.86922577775637,0.5005454870563947,1,0
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,18:00 07 May,21h 35m,1 stop,No info,11467,0,2019-05-06,20:25:00,18:00:00,0,1295,0,0,0,3706,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,6,19,2,1,0,1,0,0,3,3,0,1,1,0,Kolkata_Banglore,2860,1,25,1,0,71.64960417671352,0.8374086736336821,1,0
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,04:40 10 May,12h 10m,1 stop,No info,14781,0,2019-05-09,16:30:00,04:40:00,0,730,0,0,1,3706,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,9,19,2,1,0,1,0,0,2,0,0,0,1,0,Kolkata_Banglore,2860,1,22,1,0,127.10443480663565,0.4720527658321142,1,0
Air India,6/03/2019,Mumbai,Hyderabad,BOM → BLR → HYD,20:15,09:15 07 Mar,13h,1 stop,No info,9535,0,2019-03-06,20:15:00,09:15:00,0,780,0,0,0,1694,0,0,BOM,HYD,622.9702752863185,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,0,0,0,3,1,0,1,1,0,Mumbai_Hyderabad,697,1,25,1,0,47.92079040663988,1.2520661594030473,1,0
Air India,3/04/2019,Mumbai,Hyderabad,BOM → HYD,21:05,22:25,1h 20m,non-stop,No info,2050,0,2019-04-03,21:05:00,22:25:00,0,80,0,1,1,1694,0,0,BOM,HYD,622.9702752863185,0,0,0,0,0,0,0,0,0,0,4,3,14,2,1,1,0,0,0,3,3,0,1,0,1,Mumbai_Hyderabad,697,1,27,1,0,467.2277064647389,0.12841704199005616,0,0
Jet Airways,12/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 13 Jun,8h 55m,2 stops,In-flight meal not included,10368,0,2019-06-12,19:30:00,04:25:00,0,535,0,0,1,3706,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,6,12,24,2,1,0,1,0,0,3,0,0,1,2,0,Delhi_Cochin,4345,0,18,0,0,229.65599331252386,0.2612603273904109,1,0
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,22:35,14h 10m,1 stop,In-flight meal not included,10031,0,2019-03-24,08:25:00,22:35:00,0,850,1,1,0,3706,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,1,0,0,0,0,1,3,24,12,1,1,1,0,0,0,1,3,1,0,1,0,Kolkata_Banglore,2860,1,7,0,1,109.16027930452238,0.5496504807634206,1,0
SpiceJet,21/04/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,4491,0,2019-04-21,09:00:00,11:25:00,0,145,1,1,0,815,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,4,21,16,2,1,1,0,0,0,1,1,1,0,0,1,Kolkata_Banglore,2860,1,9,0,1,639.9050855782347,0.09376390554199529,1,0
Jet Airways,15/05/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,No info,7229,0,2019-05-15,17:45:00,20:45:00,0,180,0,1,0,3706,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,5,15,20,2,1,0,1,0,0,2,3,0,0,0,1,Banglore_Delhi,1265,1,16,0,0,569.5506951178893,0.10534619747515331,1,0
SpiceJet,03/03/2019,Banglore,New Delhi,BLR → PNQ → DEL,10:20,18:15,7h 55m,1 stop,No info,11401,0,2019-03-03,10:20:00,18:15:00,0,475,1,1,0,815,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,3,9,1,1,1,0,0,0,1,3,1,0,1,0,Banglore_New Delhi,914,0,28,1,0,215.8297370973054,0.2779969100038768,1,0
IndiGo,27/06/2019,Chennai,Kolkata,MAA → CCU,14:45,17:05,2h 20m,non-stop,No info,3597,0,2019-06-27,14:45:00,17:05:00,0,140,0,1,0,2043,0,0,MAA,CCU,1385.198425287915,0,0,0,0,0,0,0,0,0,0,6,27,26,2,1,0,1,0,0,2,2,0,0,0,1,Chennai_Kolkata,381,1,3,0,1,593.656467980535,0.10106855266667002,1,0
Vistara,12/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,09:05 13 Jun,16h 5m,1 stop,No info,7927,0,2019-06-12,17:00:00,09:05:00,0,965,0,0,0,481,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,6,12,24,2,1,0,1,0,0,2,1,0,0,1,0,Kolkata_Banglore,2860,1,18,0,0,96.15154135631504,0.6240149575725893,1,0
SpiceJet,1/05/2019,Kolkata,Banglore,CCU → BLR,09:00,11:25,2h 25m,non-stop,No info,4174,0,2019-05-01,09:00:00,11:25:00,0,145,0,1,0,815,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,1,18,2,1,0,1,0,0,1,1,1,0,0,1,Kolkata_Banglore,2860,1,30,1,0,639.9050855782347,0.09376390554199529,1,0
Air India,1/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:00,16:15,9h 15m,1 stop,No info,10203,0,2019-05-01,07:00:00,16:15:00,0,555,0,1,0,1694,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,1,18,2,1,0,1,0,0,1,2,1,0,1,0,Kolkata_Banglore,2860,1,30,1,0,167.1824097456649,0.3588894315572923,1,0
Vistara,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,20:20,13h 10m,1 stop,No info,8610,0,2019-05-09,07:10:00,20:20:00,0,790,0,1,0,481,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,9,19,2,1,0,1,0,0,1,3,1,0,1,0,Kolkata_Banglore,2860,1,22,1,0,117.45093342891649,0.5108516232977675,1,0
Jet Airways,12/06/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,5769,0,2019-06-12,15:15:00,18:10:00,0,175,0,1,0,3706,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,6,12,24,2,1,0,1,0,0,2,3,0,0,0,1,Banglore_Delhi,1265,1,18,0,0,585.8235721212576,0.10241991421195461,1,0
IndiGo,1/05/2019,Kolkata,Banglore,CCU → BLR,11:30,14:05,2h 35m,non-stop,No info,5644,0,2019-05-01,11:30:00,14:05:00,0,155,0,1,0,2043,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,1,18,2,1,0,1,0,0,1,2,1,0,0,1,Kolkata_Banglore,2860,1,30,1,0,598.6208865086711,0.10023038178627082,1,0
Jet Airways,3/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,5769,0,2019-06-03,07:10:00,10:10:00,0,180,0,1,0,3706,0,0,BLR,DEL,1708.6520853536679,0,1,0,0,0,0,0,0,0,1,6,3,23,2,1,0,1,0,0,1,1,1,0,0,1,Banglore_Delhi,1265,1,27,1,0,569.5506951178893,0.10534619747515331,1,0
Jet Airways,15/05/2019,Banglore,Delhi,BLR → DEL,06:00,08:45,2h 45m,non-stop,No info,7229,0,2019-05-15,06:00:00,08:45:00,0,165,0,1,0,3706,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,5,15,20,2,1,0,1,0,0,1,1,1,0,0,1,Banglore_Delhi,1265,1,16,0,0,621.3280310376974,0.09656734768555719,1,0
IndiGo,9/06/2019,Kolkata,Banglore,CCU → MAA → BLR,06:20,10:20,4h,1 stop,No info,4226,0,2019-06-09,06:20:00,10:20:00,0,240,1,1,0,2043,0,0,CCU,BLR,1546.4372901474003,0,1,0,0,0,0,0,0,0,1,6,9,23,2,1,0,1,0,0,1,1,1,0,1,0,Kolkata_Banglore,2860,1,21,1,0,386.6093225368501,0.1551954298626129,1,0
IndiGo,09/03/2019,Banglore,New Delhi,BLR → HYD → DEL,12:05,17:05,5h,1 stop,No info,4588,0,2019-03-09,12:05:00,17:05:00,0,300,1,1,0,2043,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,9,10,1,1,1,0,0,0,2,2,0,0,1,0,Banglore_New Delhi,914,0,22,1,0,341.73041707073355,0.17557699579192218,1,0
Jet Airways,21/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,4995,0,2019-05-21,10:20:00,11:50:00,0,90,0,1,0,3706,0,0,BOM,HYD,622.9702752863185,0,0,0,0,0,0,0,0,0,0,5,21,21,2,1,0,1,0,0,1,1,1,0,0,1,Mumbai_Hyderabad,697,1,10,0,1,415.31351685754566,0.14446917223881317,0,0
Jet Airways,1/04/2019,Delhi,Cochin,DEL → BOM → COK,17:30,12:35 02 Apr,19h 5m,1 stop,In-flight meal not included,5406,0,2019-04-01,17:30:00,12:35:00,0,1145,0,0,0,3706,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,4,1,14,2,1,1,0,0,0,2,2,0,0,1,0,Delhi_Cochin,4345,0,29,1,0,107.30651215912687,0.5591459343215336,1,0
SpiceJet,24/06/2019,Kolkata,Banglore,CCU → BLR,17:10,19:40,2h 30m,non-stop,No info,3873,0,2019-06-24,17:10:00,19:40:00,0,150,0,1,0,815,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,6,24,26,2,1,0,1,0,0,2,3,0,0,0,1,Kolkata_Banglore,2860,1,6,0,1,618.5749160589601,0.09699714366413306,1,0
Jet Airways,6/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,18:50,7h 20m,1 stop,No info,17024,0,2019-03-06,11:30:00,18:50:00,0,440,0,1,0,3706,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,0,0,0,1,3,1,0,1,0,Delhi_Cochin,4345,0,25,1,0,279.24081005045514,0.2148683066388426,1,0
SpiceJet,9/06/2019,Delhi,Cochin,DEL → PNQ → COK,08:45,13:15,4h 30m,1 stop,No check-in baggage included,5158,0,2019-06-09,08:45:00,13:15:00,0,270,1,1,0,815,0,0,DEL,COK,2047.7659403700045,0,1,0,0,0,0,0,0,0,1,6,9,23,2,1,0,1,0,0,1,2,1,0,1,0,Delhi_Cochin,4345,0,21,1,0,455.059097860001,0.1318510063465625,1,0
Jet Airways,1/05/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,No info,8040,0,2019-05-01,10:20:00,11:50:00,0,90,0,1,0,3706,0,0,BOM,HYD,622.9702752863185,0,0,0,0,0,0,0,0,0,0,5,1,18,2,1,0,1,0,0,1,1,1,0,0,1,Mumbai_Hyderabad,697,1,30,1,0,415.31351685754566,0.14446917223881317,0,0
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,05:45,16:20,10h 35m,1 stop,In-flight meal not included,10844,0,2019-05-18,05:45:00,16:20:00,0,635,1,1,0,3706,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,18,20,2,1,0,1,0,0,0,2,0,0,1,0,Kolkata_Banglore,2860,1,13,0,0,146.1200589115654,0.4106212415114966,1,0
Air India,12/05/2019,Chennai,Kolkata,MAA → CCU,11:40,13:55,2h 15m,non-stop,No info,4667,0,2019-05-12,11:40:00,13:55:00,0,135,1,1,0,1694,0,0,MAA,CCU,1385.198425287915,0,0,0,0,0,0,0,0,0,0,5,12,19,2,1,0,1,0,0,1,2,1,0,0,1,Chennai_Kolkata,381,1,19,0,0,615.6437445724066,0.09745896150000323,1,0
Jet Airways,3/04/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,No info,5678,0,2019-04-03,19:35:00,21:05:00,0,90,0,1,0,3706,0,0,BOM,HYD,622.9702752863185,0,0,0,0,0,0,0,0,0,0,4,3,14,2,1,1,0,0,0,3,3,0,1,0,1,Mumbai_Hyderabad,697,1,27,1,0,415.31351685754566,0.14446917223881317,0,0
Air India,12/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,20:25,14h 35m,2 stops,No info,12513,0,2019-05-12,05:50:00,20:25:00,0,875,1,1,0,1694,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,12,19,2,1,0,1,0,0,0,3,0,0,2,0,Kolkata_Banglore,2860,1,19,0,0,106.04141418153601,0.5658166713741095,1,0
Jet Airways,27/06/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,8016,0,2019-06-27,07:10:00,10:10:00,0,180,0,1,0,3706,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,6,27,26,2,1,0,1,0,0,1,1,1,0,0,1,Banglore_Delhi,1265,1,3,0,1,569.5506951178893,0.10534619747515331,1,0
SpiceJet,1/06/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543,0,2019-06-01,17:45:00,20:05:00,0,140,1,1,0,815,0,0,MAA,CCU,1385.198425287915,0,1,0,0,0,0,0,0,0,1,6,1,22,2,1,0,1,0,0,2,3,0,0,0,1,Chennai_Kolkata,381,1,29,1,0,593.656467980535,0.10106855266667002,1,0
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,17:30,04:25 22 Mar,10h 55m,1 stop,In-flight meal not included,5963,0,2019-03-21,17:30:00,04:25:00,0,655,0,0,1,3706,0,0,DEL,COK,2047.7659403700045,0,0,0,0,1,0,0,0,0,1,3,21,12,1,1,1,0,0,0,2,0,0,0,1,0,Delhi_Cochin,4345,0,10,0,1,187.58161285832102,0.3198607746555498,1,0
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1 stop,No info,14781,0,2019-05-18,08:25:00,16:20:00,0,475,1,1,0,3706,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,18,20,2,1,0,1,0,0,1,2,1,0,1,0,Kolkata_Banglore,2860,1,13,0,0,195.33944717651372,0.307157621603088,1,0
Jet Airways,18/05/2019,Delhi,Cochin,DEL → BOM → COK,09:00,12:35 19 May,27h 35m,1 stop,In-flight meal not included,12373,0,2019-05-18,09:00:00,12:35:00,0,1655,1,0,0,3706,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,5,18,20,2,1,0,1,0,0,1,2,1,0,1,0,Delhi_Cochin,4345,0,13,0,0,74.23924859347449,0.8081978351983738,1,0
Jet Airways,1/06/2019,Mumbai,Hyderabad,BOM → HYD,19:35,21:05,1h 30m,non-stop,In-flight meal not included,3210,0,2019-06-01,19:35:00,21:05:00,0,90,1,1,0,3706,0,0,BOM,HYD,622.9702752863185,0,1,0,0,0,0,0,0,0,1,6,1,22,2,1,0,1,0,0,3,3,0,1,0,1,Mumbai_Hyderabad,697,1,29,1,0,415.31351685754566,0.14446917223881317,0,0
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,05:45,18:25,12h 40m,1 stop,In-flight meal not included,9134,0,2019-03-15,05:45:00,18:25:00,0,760,0,1,0,3706,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,1,0,0,0,0,1,3,15,11,1,1,1,0,0,0,0,3,0,0,1,0,Banglore_New Delhi,914,0,16,0,0,134.89358568581588,0.44479505600620284,1,0
Jet Airways,6/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 07 Jun,13h 50m,2 stops,In-flight meal not included,10919,0,2019-06-06,14:35:00,04:25:00,0,830,0,0,1,3706,0,0,DEL,COK,2047.7659403700045,0,1,0,0,0,0,0,0,0,1,6,6,23,2,1,0,1,0,0,2,0,0,0,2,0,Delhi_Cochin,4345,0,24,1,0,148.03127279783166,0.405319760250544,1,0
IndiGo,1/05/2019,Mumbai,Hyderabad,BOM → HYD,09:10,10:40,1h 30m,non-stop,No info,4575,0,2019-05-01,09:10:00,10:40:00,0,90,0,1,0,2043,0,0,BOM,HYD,622.9702752863185,0,0,0,0,0,0,0,0,0,0,5,1,18,2,1,0,1,0,0,1,1,1,0,0,1,Mumbai_Hyderabad,697,1,30,1,0,415.31351685754566,0.14446917223881317,0,0
IndiGo,15/06/2019,Delhi,Cochin,DEL → COK,05:35,08:50,3h 15m,non-stop,No info,5601,0,2019-06-15,05:35:00,08:50:00,0,195,1,1,0,2043,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,6,15,24,2,1,0,1,0,0,0,1,0,0,0,1,Delhi_Cochin,4345,0,15,0,0,630.0818278061553,0.0952257268058507,1,0
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,23:35,6h 35m,1 stop,No info,14151,0,2019-05-18,17:00:00,23:35:00,0,395,1,1,0,3706,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,18,20,2,1,0,1,0,0,2,3,0,0,1,0,Kolkata_Banglore,2860,1,13,0,0,234.90186685783297,0.2554258116488837,1,0
Air India,6/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,07:55 07 May,19h 55m,2 stops,No info,10151,0,2019-05-06,12:00:00,07:55:00,0,1195,0,0,0,1694,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,6,19,2,1,0,1,0,0,2,1,0,0,2,0,Kolkata_Banglore,2860,1,25,1,0,77.64538695300755,0.7727439111909267,1,0
Vistara,18/04/2019,Banglore,Delhi,BLR → DEL,09:45,12:35,2h 50m,non-stop,No info,5403,0,2019-04-18,09:45:00,12:35:00,0,170,0,1,0,481,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,4,18,16,2,1,1,0,0,0,1,2,1,0,0,1,Banglore_Delhi,1265,1,12,0,0,603.0536771836476,0.0994936309487559,1,0
IndiGo,27/05/2019,Delhi,Cochin,DEL → BLR → COK,02:00,07:45,5h 45m,1 stop,No info,6147,0,2019-05-27,02:00:00,07:45:00,0,345,0,1,1,2043,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,5,27,22,2,1,0,1,0,0,0,1,0,0,1,0,Delhi_Cochin,4345,0,4,0,1,356.1332070208704,0.1684762858872743,1,0
IndiGo,27/06/2019,Kolkata,Banglore,CCU → BLR,14:25,16:55,2h 30m,non-stop,No info,4804,0,2019-06-27,14:25:00,16:55:00,0,150,0,1,0,2043,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,6,27,26,2,1,0,1,0,0,2,2,0,0,0,1,Kolkata_Banglore,2860,1,3,0,1,618.5749160589601,0.09699714366413306,1,0
Multiple carriers,27/03/2019,Delhi,Cochin,DEL → BOM → COK,08:55,19:15,10h 20m,1 stop,No info,8371,0,2019-03-27,08:55:00,19:15:00,0,620,0,1,0,1209,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,3,27,13,1,1,1,0,0,0,1,3,1,0,1,0,Delhi_Cochin,4345,0,4,0,1,198.1708974551617,0.30276897753655097,1,0
Jet Airways,9/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,19:30,04:25 10 Jun,8h 55m,2 stops,No info,13014,0,2019-06-09,19:30:00,04:25:00,0,535,1,0,1,3706,0,0,DEL,COK,2047.7659403700045,0,1,0,0,0,0,0,0,0,1,6,9,23,2,1,0,1,0,0,3,0,0,1,2,0,Delhi_Cochin,4345,0,21,1,0,229.65599331252386,0.2612603273904109,1,0
Air Asia,24/05/2019,Banglore,Delhi,BLR → DEL,04:55,07:45,2h 50m,non-stop,No info,3383,0,2019-05-24,04:55:00,07:45:00,0,170,0,1,0,319,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,5,24,21,2,1,0,1,0,0,0,1,0,0,0,1,Banglore_Delhi,1265,1,7,0,1,603.0536771836476,0.0994936309487559,1,0
SpiceJet,6/03/2019,Chennai,Kolkata,MAA → CCU,17:45,20:05,2h 20m,non-stop,No info,7298,0,2019-03-06,17:45:00,20:05:00,0,140,0,1,0,815,0,0,MAA,CCU,1385.198425287915,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,0,0,0,2,3,0,0,0,1,Chennai_Kolkata,381,1,25,1,0,593.656467980535,0.10106855266667002,1,0
Jet Airways,3/04/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,In-flight meal not included,4544,0,2019-04-03,07:10:00,10:10:00,0,180,0,1,0,3706,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,4,3,14,2,1,1,0,0,0,1,1,1,0,0,1,Banglore_Delhi,1265,1,27,1,0,569.5506951178893,0.10534619747515331,1,0
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,08:55,15:30,6h 35m,1 stop,No info,15147,0,2019-03-06,08:55:00,15:30:00,0,395,0,1,0,1209,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,0,0,0,1,2,1,0,1,0,Delhi_Cochin,4345,0,25,1,0,311.05305423341844,0.1928931389144155,1,0
Multiple carriers,9/03/2019,Delhi,Cochin,DEL → BOM → COK,04:45,19:45,15h,1 stop,No info,10782,0,2019-03-09,04:45:00,19:45:00,0,900,1,1,0,1209,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,3,9,10,1,1,1,0,0,0,0,3,0,0,1,0,Delhi_Cochin,4345,0,22,1,0,136.51772935800028,0.43950335448854166,1,0
IndiGo,15/05/2019,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,6027,0,2019-05-15,15:10:00,20:00:00,0,290,0,1,0,2043,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,5,15,20,2,1,0,1,0,0,2,3,0,0,1,0,Delhi_Cochin,4345,0,16,0,0,423.6757118006906,0.141617747557419,1,0
Air India,27/03/2019,Delhi,Cochin,DEL → BLR → COK,06:10,08:15 28 Mar,26h 5m,1 stop,No info,6681,0,2019-03-27,06:10:00,08:15:00,0,1565,0,0,0,1694,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,3,27,13,1,1,1,0,0,0,1,1,1,0,1,0,Delhi_Cochin,4345,0,4,0,1,78.50859835284362,0.7642474997495197,1,0
IndiGo,24/06/2019,Banglore,Delhi,BLR → DEL,23:30,02:20 25 Jun,2h 50m,non-stop,No info,3943,0,2019-06-24,23:30:00,02:20:00,0,170,0,0,1,2043,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,6,24,26,2,1,0,1,0,0,3,0,0,1,0,1,Banglore_Delhi,1265,1,6,0,1,603.0536771836476,0.0994936309487559,1,0
Jet Airways,27/05/2019,Delhi,Cochin,DEL → BOM → COK,21:50,12:35 28 May,14h 45m,1 stop,In-flight meal not included,12898,0,2019-05-27,21:50:00,12:35:00,0,885,0,0,1,3706,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,5,27,22,2,1,0,1,0,0,3,2,0,1,1,0,Delhi_Cochin,4345,0,4,0,1,138.83158917762742,0.4321782985803993,1,0
IndiGo,6/06/2019,Delhi,Cochin,DEL → BOM → COK,18:35,01:30 07 Jun,6h 55m,1 stop,No info,6628,0,2019-06-06,18:35:00,01:30:00,0,415,0,0,1,2043,0,0,DEL,COK,2047.7659403700045,0,1,0,0,0,0,0,0,0,1,6,6,23,2,1,0,1,0,0,3,0,0,1,1,0,Delhi_Cochin,4345,0,24,1,0,296.0625455956633,0.202659880125272,1,0
Air India,3/04/2019,Delhi,Cochin,DEL → BLR → COK,20:30,23:00 04 Apr,26h 30m,1 stop,No info,5022,0,2019-04-03,20:30:00,23:00:00,0,1590,0,0,0,1694,0,0,DEL,COK,2047.7659403700045,0,0,0,0,0,0,0,0,0,0,4,3,14,2,1,1,0,0,0,3,3,0,1,1,0,Delhi_Cochin,4345,0,27,1,0,77.27418642905677,0.7764559262630903,1,0
