Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,journey_date,dep_time_obj,arr_time_obj,business_economy,duration_minutes,weekday_weekend,same_day_arrival,overnight_flight,popularity_of_airline,has_meal,has_inflight_entertainment,origin_code,destination_code,distance,is_diwali,is_eid_fitr,is_eid_adha,is_christmas_newyear,is_holi,is_ganesh_chaturthi,is_dussehra,is_republic_day,is_independence_day,is_holiday_period,month,day_of_month,week_of_year,quarter,season,is_peak_season,departure_time_of_day,arrival_time_of_day,is_morning_departure,is_evening_departure,num_stops,is_direct_flight,route_key,route_popularity,is_metro_route,days_until_month_end,is_month_start,is_month_end,average_speed,duration_per_km,is_long_haul,is_short_haul
Jet Airways,27/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,12:35 28 Jun,29h 50m,2 stops,In-flight meal not included,10919,2019-06-27,06:45:00,12:35:00,0,1790,0,0,0,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,27,26,2,1,0,1,2,1,0,2,0,Delhi_Cochin,4537,0,3,0,1,68.64409305447975,0.8740737524550098,1,0
Jet Airways,24/03/2019,Kolkata,Banglore,CCU → BOM → BLR,21:10,04:45 25 Mar,7h 35m,1 stop,No info,13759,2019-03-24,21:10:00,04:45:00,0,455,1,0,1,3849,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,1,0,0,0,0,1,3,24,12,1,1,1,3,0,0,1,1,0,Kolkata_Banglore,2871,1,7,0,1,203.9257965029539,0.29422466911453693,1,0
Air India,18/04/2019,Delhi,Cochin,DEL → COK,05:10,08:00,2h 50m,non-stop,No info,6094,2019-04-18,05:10:00,08:00:00,0,170,0,1,0,1752,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,4,18,16,2,1,1,0,1,0,0,0,1,Delhi_Cochin,4537,0,12,0,0,722.7819209854044,0.08301259101528027,1,0
Air India,21/05/2019,Kolkata,Banglore,CCU → BOM → COK → BLR,09:25,13:45 22 May,28h 20m,2 stops,No info,11542,2019-05-21,09:25:00,13:45:00,0,1700,0,0,0,1752,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,21,21,2,1,1,1,2,1,0,2,0,Kolkata_Banglore,2871,1,10,0,1,54.58013965226119,1.0993009615268412,1,0
Jet Airways,9/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,06:45,04:25 10 Jun,21h 40m,2 stops,No info,13376,2019-06-09,06:45:00,04:25:00,0,1300,1,0,1,3849,0,0,DEL,COK,2047.882109458646,0,1,0,0,0,0,0,0,0,1,6,9,23,2,1,0,1,0,1,0,2,0,Delhi_Cochin,4537,0,21,1,0,94.51763582116828,0.6348021665874374,1,0
Jet Airways,01/03/2019,Banglore,New Delhi,BLR → BOM → DEL,11:40,10:25 02 Mar,22h 45m,1 stop,No info,25735,2019-03-01,11:40:00,10:25:00,0,1365,0,0,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,1,9,1,1,1,1,1,1,0,1,0,Banglore_New Delhi,932,0,30,1,0,75.105586169392,0.7988753308532459,1,0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,22:50,23:00 07 Mar,24h 10m,1 stop,No info,17471,2019-03-06,22:50:00,23:00:00,0,1450,0,0,1,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,3,3,0,1,1,0,Banglore_New Delhi,932,0,25,1,0,70.70284491118626,0.8486221463276239,1,0
Jet Airways,9/06/2019,Kolkata,Banglore,CCU → BOM → BLR,16:30,23:35,7h 5m,1 stop,In-flight meal not included,10844,2019-06-09,16:30:00,23:35:00,0,425,1,1,0,3849,0,0,CCU,BLR,1546.4372901474003,0,1,0,0,0,0,0,0,0,1,6,9,23,2,1,0,2,3,0,0,1,0,Kolkata_Banglore,2871,1,21,1,0,218.32055860904475,0.2748252403817103,1,0
Air India,3/06/2019,Delhi,Cochin,DEL → BOM → COK,19:00,07:40 04 Jun,12h 40m,1 stop,No info,8372,2019-06-03,19:00:00,07:40:00,0,760,0,0,0,1752,0,0,DEL,COK,2047.882109458646,0,1,0,0,0,0,0,0,0,1,6,3,23,2,1,0,3,1,0,1,1,0,Delhi_Cochin,4537,0,27,1,0,161.67490337831416,0.3711151127741941,1,0
IndiGo,15/06/2019,Chennai,Kolkata,MAA → CCU,11:35,14:00,2h 25m,non-stop,No info,3858,2019-06-15,11:35:00,14:00:00,0,145,1,1,0,2053,0,0,MAA,CCU,1385.198425287915,0,0,0,0,0,0,0,0,0,0,6,15,24,2,1,0,1,2,1,0,0,1,Chennai_Kolkata,381,1,15,0,0,573.1855552915509,0.1046781438333368,1,0
IndiGo,15/03/2019,Banglore,New Delhi,BLR → DEL,01:30,04:15,2h 45m,non-stop,No info,5694,2019-03-15,01:30:00,04:15:00,0,165,0,1,1,2053,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,1,0,0,0,0,1,3,15,11,1,1,1,0,0,0,0,0,1,Banglore_New Delhi,932,0,16,0,0,621.3280310376974,0.09656734768555719,1,0
Jet Airways,3/03/2019,Delhi,Cochin,DEL → BOM → COK,18:15,18:50 04 Mar,24h 35m,1 stop,No info,17234,2019-03-03,18:15:00,18:50:00,0,1475,1,0,0,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,3,3,9,1,1,1,3,3,0,1,1,0,Delhi_Cochin,4537,0,28,1,0,83.30367902882628,0.7202563043972847,1,0
Jet Airways,9/04/2019,Delhi,Cochin,DEL → LKO → BOM → COK,09:25,04:25 10 Apr,19h,2 stops,No info,11546,2019-04-09,09:25:00,04:25:00,0,1140,0,0,1,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,4,9,15,2,1,1,1,0,1,0,2,0,Delhi_Cochin,4537,0,21,1,0,107.7832689188761,0.5566726691612912,1,0
Vistara,03/03/2019,Banglore,New Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,8028,2019-03-03,07:00:00,09:40:00,0,160,1,1,0,479,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,3,9,1,1,1,1,1,1,0,0,1,Banglore_New Delhi,932,0,28,1,0,640.7445320076254,0.09364106442235849,1,0
Jet Airways,15/06/2019,Banglore,Delhi,BLR → DEL,19:50,22:50,3h,non-stop,No info,8016,2019-06-15,19:50:00,22:50:00,0,180,1,1,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,6,15,24,2,1,0,3,3,0,1,0,1,Banglore_Delhi,1265,1,15,0,0,569.5506951178893,0.10534619747515331,1,0
Air India,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,20:25 25 May,23h 55m,1 stop,No info,10413,2019-05-24,20:30:00,20:25:00,0,1435,0,0,0,1752,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,24,21,2,1,1,3,3,0,1,1,0,Kolkata_Banglore,2871,1,7,0,1,64.6593988911805,0.9279393410535396,1,0
Air India,12/03/2019,Banglore,New Delhi,BLR → CCU → GAU → DEL,11:05,22:10,11h 5m,2 stops,No info,11948,2019-03-12,11:05:00,22:10:00,0,665,0,1,0,1752,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,12,11,1,1,1,1,3,1,0,2,0,Banglore_New Delhi,932,0,19,0,0,154.16409792664672,0.3891956740054275,1,0
Jet Airways,1/04/2019,Mumbai,Hyderabad,BOM → HYD,10:20,11:50,1h 30m,non-stop,In-flight meal not included,3205,2019-04-01,10:20:00,11:50:00,0,90,0,1,0,3849,0,0,BOM,HYD,622.9702752863186,0,0,0,0,0,0,0,0,0,0,4,1,14,2,1,1,1,1,1,0,0,1,Mumbai_Hyderabad,697,1,29,1,0,415.3135168575457,0.14446917223881314,0,0
IndiGo,18/05/2019,Banglore,Delhi,BLR → DEL,13:00,15:50,2h 50m,non-stop,No info,4423,2019-05-18,13:00:00,15:50:00,0,170,1,1,0,2053,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,5,18,20,2,1,1,2,2,0,0,0,1,Banglore_Delhi,1265,1,13,0,0,603.0536771836476,0.0994936309487559,1,0
Vistara,24/03/2019,Banglore,New Delhi,BLR → DEL,07:00,09:40,2h 40m,non-stop,No info,4878,2019-03-24,07:00:00,09:40:00,0,160,1,1,0,479,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,1,0,0,0,0,1,3,24,12,1,1,1,1,1,1,0,0,1,Banglore_New Delhi,932,0,7,0,1,640.7445320076254,0.09364106442235849,1,0
IndiGo,15/04/2019,Delhi,Cochin,DEL → BLR → COK,17:05,22:15,5h 10m,1 stop,No info,5912,2019-04-15,17:05:00,22:15:00,0,310,0,1,0,2053,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,4,15,16,2,1,1,2,3,0,0,1,0,Delhi_Cochin,4537,0,15,0,0,396.3642792500605,0.15137590126315814,1,0
Air India,12/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,08:55 13 May,27h 5m,2 stops,No info,11411,2019-05-12,05:50:00,08:55:00,0,1625,1,0,0,1752,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,12,19,2,1,1,0,1,0,0,2,0,Kolkata_Banglore,2871,1,19,0,0,57.09922302082708,1.0508023896947747,1,0
Multiple carriers,24/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1 stop,No info,7618,2019-06-24,07:00:00,21:00:00,0,840,0,1,0,1196,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,24,26,2,1,0,1,3,1,0,1,0,Delhi_Cochin,4537,0,6,0,1,146.27729353276044,0.4101798614872672,1,0
Jet Airways,12/04/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,No info,7229,2019-04-12,15:15:00,18:10:00,0,175,0,1,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,4,12,15,2,1,1,2,3,0,0,0,1,Banglore_Delhi,1265,1,18,0,0,585.8235721212576,0.10241991421195461,1,0
IndiGo,27/06/2019,Delhi,Cochin,DEL → BLR → COK,15:10,20:00,4h 50m,1 stop,No info,6147,2019-06-27,15:10:00,20:00:00,0,290,0,1,0,2053,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,27,26,2,1,0,2,3,0,0,1,0,Delhi_Cochin,4537,0,3,0,1,423.6997467845474,0.14160971408488987,1,0
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,18:25,04:25 16 Jun,10h,2 stops,No info,14237,2019-06-15,18:25:00,04:25:00,0,600,1,0,1,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,15,24,2,1,0,3,0,0,1,2,0,Delhi_Cochin,4537,0,15,0,0,204.7882109458646,0.292985615348048,1,0
IndiGo,21/03/2019,Delhi,Cochin,DEL → AMD → COK,07:45,13:40,5h 55m,1 stop,No info,6101,2019-03-21,07:45:00,13:40:00,0,355,0,1,0,2053,0,0,DEL,COK,2047.882109458646,0,0,0,0,1,0,0,0,0,1,3,21,12,1,1,1,1,2,1,0,1,0,Delhi_Cochin,4537,0,10,0,1,346.12091990850354,0.17334982241426172,1,0
Air India,21/05/2019,Kolkata,Banglore,CCU → BOM → GOI → BLR,16:50,05:35 22 May,12h 45m,2 stops,No info,12324,2019-05-21,16:50:00,05:35:00,0,765,0,0,1,1752,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,21,21,2,1,1,2,0,0,0,2,0,Kolkata_Banglore,2871,1,10,0,1,121.28919922724707,0.4946854326870786,1,0
Vistara,01/03/2019,Banglore,New Delhi,BLR → AMD → DEL,06:40,21:55,15h 15m,1 stop,No info,18387,2019-03-01,06:40:00,21:55:00,0,915,0,1,0,479,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,1,9,1,1,1,1,3,1,0,1,0,Banglore_New Delhi,932,0,30,1,0,112.04275969532249,0.5355098371653626,1,0
Jet Airways,3/06/2019,Delhi,Cochin,DEL → BOM → COK,16:00,04:25 04 Jun,12h 25m,1 stop,In-flight meal not included,10262,2019-06-03,16:00:00,04:25:00,0,745,0,0,1,3849,0,0,DEL,COK,2047.882109458646,0,1,0,0,0,0,0,0,0,1,6,3,23,2,1,0,2,0,0,0,1,0,Delhi_Cochin,4537,0,27,1,0,164.93010277519295,0.36379047239049295,1,0
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,09:00,19:00,10h,1 stop,In-flight meal not included,10262,2019-06-15,09:00:00,19:00:00,0,600,1,1,0,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,15,24,2,1,0,1,3,1,0,1,0,Delhi_Cochin,4537,0,15,0,0,204.7882109458646,0.292985615348048,1,0
Jet Airways,21/04/2019,Banglore,Delhi,BLR → DEL,07:10,10:10,3h,non-stop,No info,7229,2019-04-21,07:10:00,10:10:00,0,180,1,1,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,4,21,16,2,1,1,1,1,1,0,0,1,Banglore_Delhi,1265,1,9,0,1,569.5506951178893,0.10534619747515331,1,0
Air Asia,27/06/2019,Kolkata,Banglore,CCU → BLR,22:50,01:20 28 Jun,2h 30m,non-stop,No info,3807,2019-06-27,22:50:00,01:20:00,0,150,0,0,1,319,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,6,27,26,2,1,0,3,0,0,1,0,1,Kolkata_Banglore,2871,1,3,0,1,618.5749160589601,0.09699714366413306,1,0
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → BOM → COK,15:15,01:35 22 Mar,10h 20m,1 stop,No info,7695,2019-03-21,15:15:00,01:35:00,0,620,0,0,1,1196,0,0,DEL,COK,2047.882109458646,0,0,0,0,1,0,0,0,0,1,3,21,12,1,1,1,2,0,0,0,1,0,Delhi_Cochin,4537,0,10,0,1,198.18213962503026,0.3027518025263163,1,0
Air India,18/05/2019,Kolkata,Banglore,CCU → IXR → DEL → BLR,05:50,08:55 19 May,27h 5m,2 stops,No info,12723,2019-05-18,05:50:00,08:55:00,0,1625,1,0,0,1752,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,18,20,2,1,1,0,1,0,0,2,0,Kolkata_Banglore,2871,1,13,0,0,57.09922302082708,1.0508023896947747,1,0
SpiceJet,15/05/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No check-in baggage included,2175,2019-05-15,13:15:00,14:45:00,0,90,0,1,0,818,0,0,BOM,HYD,622.9702752863186,0,0,0,0,0,0,0,0,0,0,5,15,20,2,1,1,2,2,0,0,0,1,Mumbai_Hyderabad,697,1,16,0,0,415.3135168575457,0.14446917223881314,0,0
IndiGo,27/05/2019,Delhi,Cochin,DEL → BOM → COK,09:15,01:30 28 May,16h 15m,1 stop,No info,6628,2019-05-27,09:15:00,01:30:00,0,975,0,0,1,2053,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,27,22,2,1,1,1,0,1,0,1,0,Delhi_Cochin,4537,0,4,0,1,126.02351442822436,0.476101624940578,1,0
Jet Airways,12/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 13 Jun,13h 50m,2 stops,No info,13376,2019-06-12,14:35:00,04:25:00,0,830,0,0,1,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,12,24,2,1,0,2,0,0,0,2,0,Delhi_Cochin,4537,0,18,0,0,148.03967056327562,0.40529676789813307,1,0
IndiGo,27/03/2019,Kolkata,Banglore,CCU → BLR,15:10,17:45,2h 35m,non-stop,No info,4148,2019-03-27,15:10:00,17:45:00,0,155,0,1,0,2053,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,3,27,13,1,1,1,2,2,0,0,0,1,Kolkata_Banglore,2871,1,4,0,1,598.6208865086711,0.10023038178627082,1,0
Jet Airways,27/03/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:25,04:25 28 Mar,23h,2 stops,In-flight meal not included,9254,2019-03-27,05:25:00,04:25:00,0,1380,0,0,1,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,3,27,13,1,1,1,0,0,0,0,2,0,Delhi_Cochin,4537,0,4,0,1,89.03835258515852,0.6738669153005103,1,0
Jet Airways,24/06/2019,Banglore,Delhi,BLR → DEL,18:55,22:00,3h 5m,non-stop,No info,8016,2019-06-24,18:55:00,22:00:00,0,185,0,1,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,6,24,26,2,1,0,3,3,0,1,0,1,Banglore_Delhi,1265,1,6,0,1,554.157433087676,0.10827248073835201,1,0
Jet Airways,1/05/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,4030,2019-05-01,17:45:00,20:45:00,0,180,0,1,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,5,1,18,2,1,1,2,3,0,0,0,1,Banglore_Delhi,1265,1,30,1,0,569.5506951178893,0.10534619747515331,1,0
Jet Airways,12/05/2019,Banglore,Delhi,BLR → DEL,17:45,20:45,3h,non-stop,In-flight meal not included,5198,2019-05-12,17:45:00,20:45:00,0,180,1,1,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,5,12,19,2,1,1,2,3,0,0,0,1,Banglore_Delhi,1265,1,19,0,0,569.5506951178893,0.10534619747515331,1,0
Air Asia,15/04/2019,Kolkata,Banglore,CCU → BLR,19:55,22:25,2h 30m,non-stop,No info,4409,2019-04-15,19:55:00,22:25:00,0,150,0,1,0,319,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,4,15,16,2,1,1,3,3,0,1,0,1,Kolkata_Banglore,2871,1,15,0,0,618.5749160589601,0.09699714366413306,1,0
Air India,1/03/2019,Mumbai,Hyderabad,BOM → HYD,13:55,15:25,1h 30m,non-stop,No info,10082,2019-03-01,13:55:00,15:25:00,0,90,0,1,0,1752,0,0,BOM,HYD,622.9702752863186,0,0,0,0,0,0,0,0,0,0,3,1,9,1,1,1,2,2,0,0,0,1,Mumbai_Hyderabad,697,1,30,1,0,415.3135168575457,0.14446917223881314,0,0
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,10:05 19 May,20h,1 stop,In-flight meal not included,9663,2019-05-18,14:05:00,10:05:00,0,1200,1,0,0,3849,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,18,20,2,1,1,2,1,0,0,1,0,Kolkata_Banglore,2871,1,13,0,0,77.32186450737001,0.7759771493130645,1,0
SpiceJet,3/04/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No info,3971,2019-04-03,05:55:00,08:35:00,0,160,0,1,0,818,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,4,3,14,2,1,1,0,1,0,0,0,1,Banglore_Delhi,1265,1,27,1,0,640.7445320076254,0.09364106442235849,1,0
IndiGo,15/03/2019,Chennai,Kolkata,MAA → CCU,07:55,10:15,2h 20m,non-stop,No info,6297,2019-03-15,07:55:00,10:15:00,0,140,0,1,0,2053,0,0,MAA,CCU,1385.198425287915,0,0,0,0,1,0,0,0,0,1,3,15,11,1,1,1,1,1,1,0,0,1,Chennai_Kolkata,381,1,16,0,0,593.656467980535,0.10106855266667002,1,0
SpiceJet,9/05/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No check-in baggage included,3573,2019-05-09,05:55:00,08:35:00,0,160,0,1,0,818,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,5,9,19,2,1,1,0,1,0,0,0,1,Banglore_Delhi,1265,1,22,1,0,640.7445320076254,0.09364106442235849,1,0
Jet Airways,21/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,22:35,8h 30m,1 stop,In-flight meal not included,10844,2019-05-21,14:05:00,22:35:00,0,510,0,1,0,3849,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,21,21,2,1,1,2,3,0,0,1,0,Kolkata_Banglore,2871,1,10,0,1,181.93379884087062,0.3297902884580524,1,0
IndiGo,27/04/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,4423,2019-04-27,06:05:00,08:50:00,0,165,1,1,0,2053,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,4,27,17,2,1,1,1,1,1,0,0,1,Banglore_Delhi,1265,1,3,0,1,621.3280310376974,0.09656734768555719,1,0
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,14:05,21:20,7h 15m,1 stop,No info,19225,2019-03-06,14:05:00,21:20:00,0,435,0,1,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,2,3,0,0,1,0,Banglore_New Delhi,932,0,25,1,0,235.6761497039542,0.25458664389828717,1,0
IndiGo,12/03/2019,Chennai,Kolkata,MAA → CCU,22:05,00:30 13 Mar,2h 25m,non-stop,No info,6297,2019-03-12,22:05:00,00:30:00,0,145,0,0,1,2053,0,0,MAA,CCU,1385.198425287915,0,0,0,0,0,0,0,0,0,0,3,12,11,1,1,1,3,0,0,1,0,1,Chennai_Kolkata,381,1,19,0,0,573.1855552915509,0.1046781438333368,1,0
SpiceJet,6/03/2019,Kolkata,Banglore,CCU → BLR,22:20,00:40 07 Mar,2h 20m,non-stop,No info,3849,2019-03-06,22:20:00,00:40:00,0,140,0,0,1,818,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,3,0,0,1,0,1,Kolkata_Banglore,2871,1,25,1,0,662.7588386346001,0.09053066741985752,1,0
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,15:30,7h 30m,1 stop,No info,15078,2019-03-06,08:00:00,15:30:00,0,450,0,1,0,1196,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,3,6,10,1,1,1,1,2,1,0,1,0,Delhi_Cochin,4537,0,25,1,0,273.0509479278195,0.219739211511036,1,0
IndiGo,12/05/2019,Kolkata,Banglore,CCU → HYD → BLR,19:20,23:45,4h 25m,1 stop,No info,4205,2019-05-12,19:20:00,23:45:00,0,265,1,1,0,2053,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,12,19,2,1,1,3,3,0,1,1,0,Kolkata_Banglore,2871,1,19,0,0,350.13674493903403,0.17136162047330172,1,0
Air India,27/05/2019,Banglore,Delhi,BLR → DEL,13:20,16:10,2h 50m,non-stop,No info,5228,2019-05-27,13:20:00,16:10:00,0,170,0,1,0,1752,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,5,27,22,2,1,1,2,2,0,0,0,1,Banglore_Delhi,1265,1,4,0,1,603.0536771836476,0.0994936309487559,1,0
Multiple carriers,6/06/2019,Delhi,Cochin,DEL → BOM → COK,07:00,21:00,14h,1 stop,No info,7408,2019-06-06,07:00:00,21:00:00,0,840,0,1,0,1196,0,0,DEL,COK,2047.882109458646,0,1,0,0,0,0,0,0,0,1,6,6,23,2,1,0,1,3,1,0,1,0,Delhi_Cochin,4537,0,24,1,0,146.27729353276044,0.4101798614872672,1,0
Jet Airways,9/06/2019,Banglore,Delhi,BLR → DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,7229,2019-06-09,11:10:00,14:05:00,0,175,1,1,0,3849,0,0,BLR,DEL,1708.6520853536679,0,1,0,0,0,0,0,0,0,1,6,9,23,2,1,0,1,2,1,0,0,1,Banglore_Delhi,1265,1,21,1,0,585.8235721212576,0.10241991421195461,1,0
Jet Airways,15/06/2019,Delhi,Cochin,DEL → NAG → BOM → COK,14:35,04:25 16 Jun,13h 50m,2 stops,In-flight meal not included,10919,2019-06-15,14:35:00,04:25:00,0,830,1,0,1,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,6,15,24,2,1,0,2,0,0,0,2,0,Delhi_Cochin,4537,0,15,0,0,148.03967056327562,0.40529676789813307,1,0
Jet Airways,1/05/2019,Banglore,Delhi,BLR → DEL,15:15,18:10,2h 55m,non-stop,In-flight meal not included,4544,2019-05-01,15:15:00,18:10:00,0,175,0,1,0,3849,0,0,BLR,DEL,1708.6520853536679,0,0,0,0,0,0,0,0,0,0,5,1,18,2,1,1,2,3,0,0,0,1,Banglore_Delhi,1265,1,30,1,0,585.8235721212576,0.10241991421195461,1,0
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BOM → COK,08:00,04:25 22 Mar,20h 25m,1 stop,In-flight meal not included,6540,2019-03-21,08:00:00,04:25:00,0,1225,0,0,1,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,1,0,0,0,0,1,3,21,12,1,1,1,1,0,1,0,1,0,Delhi_Cochin,4537,0,10,0,1,100.30442985103572,0.5981789646689314,1,0
Jet Airways,21/03/2019,Delhi,Cochin,DEL → AMD → BOM → COK,19:10,18:50 22 Mar,23h 40m,2 stops,No info,9483,2019-03-21,19:10:00,18:50:00,0,1420,0,0,0,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,1,0,0,0,0,1,3,21,12,1,1,1,3,3,0,1,2,0,Delhi_Cochin,4537,0,10,0,1,86.53022997712588,0.6933992896570469,1,0
Jet Airways,21/05/2019,Delhi,Cochin,DEL → BOM → COK,10:00,19:00,9h,1 stop,No info,16079,2019-05-21,10:00:00,19:00:00,0,540,0,1,0,3849,0,0,DEL,COK,2047.882109458646,0,0,0,0,0,0,0,0,0,0,5,21,21,2,1,1,1,3,1,0,1,0,Delhi_Cochin,4537,0,10,0,1,227.54245660651623,0.2636870538132432,1,0
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → BOM → COK,18:15,01:30 02 Jun,7h 15m,1 stop,No info,13377,2019-06-01,18:15:00,01:30:00,0,435,1,0,1,1196,0,0,DEL,COK,2047.882109458646,0,1,0,0,0,0,0,0,0,1,6,1,22,2,1,0,3,0,0,1,1,0,Delhi_Cochin,4537,0,29,1,0,282.466497856365,0.2124145711273348,1,0
IndiGo,3/06/2019,Banglore,Delhi,BLR → DEL,18:55,21:50,2h 55m,non-stop,No info,4823,2019-06-03,18:55:00,21:50:00,0,175,0,1,0,2053,0,0,BLR,DEL,1708.6520853536679,0,1,0,0,0,0,0,0,0,1,6,3,23,2,1,0,3,3,0,1,0,1,Banglore_Delhi,1265,1,27,1,0,585.8235721212576,0.10241991421195461,1,0
Jet Airways,15/05/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:55 16 May,17h 55m,1 stop,No info,14151,2019-05-15,17:00:00,10:55:00,0,1075,0,0,0,3849,0,0,CCU,BLR,1546.4372901474003,0,0,0,0,0,0,0,0,0,0,5,15,20,2,1,1,2,1,0,0,1,0,Kolkata_Banglore,2871,1,16,0,0,86.31277898497117,0.6951461962596203,1,0
